stationName,Address,City,State,Charger type,stationModel,unreachable_event_count,status,last_unreachable_start_iso,current_first_unreachable_iso,last_seen_reachable_iso
NYC FLEET / DOT_22STLOT-3,21-99 Queens Plaza N,Queens,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:30:53+00:00
NYC FLEET / NYPD_PSA5-1,219 E 123rd St,New York,New York,Level 2,CPF50-L23,0,REACHABLE,,,2026-02-12T20:35:38+00:00
NYC FLEET / NYPD_PSA5-2,221 E 123rd St,New York,New York,Level 2,CPF50-L23,0,REACHABLE,,,2026-02-12T20:35:38+00:00
NYC FLEET / NYPD_PSA4_GW,130 Loisaida Ave,New York,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DOC_CHAPEL_5_L3,EOC,EAST ELMHURST,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:29:50+00:00
NYC FLEET / DOC_CHAPEL_3_L3,EOC,EAST ELMHURST,New York,Level 3,CPE250C-500-CHD-CCS1,0,REACHABLE,,,2026-02-12T20:30:08+00:00
NYC FLEET / DOC_CHAPEL_4_L3,EOC,EAST ELMHURST,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:32:51+00:00
NYC FLEET / DOC_CHAPEL_2_L3,EOC,EAST ELMHURST,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:27:30+00:00
NYC FLEET / NYPD_MIDNORTH_G,306 W 54th St,New York,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DEP_GOWANUSSP,201 Douglass St,Brooklyn,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:31:16+00:00
NYC FLEET / NYPD_BMS_2_L3,59-6 Laurel Hill Blvd,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:36:25+00:00
NYC FLEET / NYPD_BMS_1_L3,59-6 Laurel Hill Blvd,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:29:04+00:00
NYC FLEET / NYPD_PSA4-1,130 Loisaida Ave,New York,New York,Level 2,CPF50,0,REACHABLE,,,2026-02-12T20:35:00+00:00
NYC FLEET / NYPD_PSA4-2,130 Loisaida Ave,New York,New York,Level 2,CPF50,0,REACHABLE,,,2026-02-12T20:35:00+00:00
NYC FLEET / NYPD_PSA4-3,136 Loisaida Ave,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:35:00+00:00
NYC FLEET / NYPD_PSA4-4,130 Loisaida Ave,New York,New York,Level 2,CPF50-L23,0,REACHABLE,,,2026-02-12T20:35:00+00:00
NYC FLEET / NYPD_PSA4-5,126 Loisaida Ave,New York,New York,Level 2,CPF50,0,REACHABLE,,,2026-02-12T20:35:00+00:00
NYC FLEET / NYPD_PSA4-6,126 Loisaida Ave,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:35:00+00:00
NYC FLEET / NYPD_MIDNORTH-1,306 W 54th St,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:31:31+00:00
NYC FLEET / NYPD_MIDNORTH-2,306 W 54th St,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:31:31+00:00
NYC FLEET / NYPD_17PCT-1,167 E 51st St,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:26:52+00:00
NYC FLEET / NYPD_17PCT-2,844 3rd Ave,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:26:52+00:00
NYC FLEET / NYPD_SRG2-GW,1278 Sedgwick Ave,The Bronx,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / ACS_LINDEN-GW,2554 Linden Blvd,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / NYPD_BMS-GW1,59-6 Laurel Hill Blvd,Queens,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DOT_FRYTRM_2_L3,1 Bay St,Staten Island,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:35:29+00:00
NYC FLEET / DOT_FRYTRM_3_L3,1 Bay St,Staten Island,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:36:19+00:00
NYC FLEET / DOT_FRYTRM_1_L3,1 Bay St,Staten Island,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:33:25+00:00
NYC FLEET / DOT_FRYMT_2_L3,1 Bay St,Staten Island,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:27:11+00:00
NYC FLEET / DPR_BOROCREWS#1,50 West Dr,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:34:58+00:00
NYC FLEET / ACS_LINDEN-1,2554 Linden Blvd,Brooklyn,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:32:30+00:00
NYC FLEET / NYPD_BMS-GW2,59-06 Brooklyn Queens Expy,Queens,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / NYPD_BMS-1,59-06 Brooklyn Queens Expy,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:36:06+00:00
NYC FLEET / NYPD_BMS-2,5906 Laurel Hill Blvd,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:36:06+00:00
NYC FLEET / NYPD_BMS-3,59-06 Brooklyn Queens Expy,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:36:06+00:00
NYC FLEET / NYPD_BMS-4,59-06 Brooklyn Queens Expy,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:36:06+00:00
NYC FLEET / NYPD_BMS-5,5906 Laurel Hill Blvd,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:36:06+00:00
NYC FLEET / NYPD_BMS-6,50-16 59th Pl,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:33:13+00:00
NYC FLEET / NYPD_BMS-7,59-06 Brooklyn Queens Expy,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:33:13+00:00
NYC FLEET / NYPD_BMS-8,50-16 59th Pl,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:33:13+00:00
NYC FLEET / HRA_11THAVE-3,260 11th Ave,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:31:26+00:00
NYC FLEET / HRA_11THAVE-6,260 11th Ave,New York,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:28:05+00:00
NYC FLEET / HRA_11THAVE-5,260 11th Ave,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:28:05+00:00
NYC FLEET / HRA_11THAVE-2,260 11th Ave,New York,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:27:32+00:00
NYC FLEET / HRA_11THAVE-1,260 11th Ave,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:31:29+00:00
NYC FLEET / HRA_11THAVE-4,260 11th Ave,New York,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:34:25+00:00
NYC FLEET / DPR_BOROCREWS#2,50 West Dr,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:28:13+00:00
NYC FLEET / DPR_BOROCREWS#3,50 West Dr,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:32:11+00:00
NYC FLEET / DPR_BOROCREWS#4,50 West Dr,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:32:18+00:00
NYC FLEET / DPR_CWSSHOPS#10,850 E 138th St,The Bronx,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:31:57+00:00
NYC FLEET / DPR_SUNSETPARKG,4200 7th Ave,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DOE_Q142,142-10 Linden Blvd,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:30:34+00:00
NYC FLEET / DPR_SHELTARMS#1,500 W 129th St,New York,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:28:54+00:00
NYC FLEET / NYPD_SRG2,1278 Sedgwick Ave,The Bronx,New York,Level 2,CPF50-L18,1,UNREACHABLE,2025-12-15T01:11:13+00:00,2025-12-15T01:11:13+00:00,2025-12-15T01:11:13+00:00
NYC FLEET / DEP_RED HOOK,63 Flushing Ave,Brooklyn,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:32:21+00:00
NYC FLEET / DEP_ROCKAWAY106,106 Beach Channel Dr,Queens,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-09T11:59:52+00:00,,2026-02-12T20:31:17+00:00
NYC FLEET / DEP_OWLS HE,6700 Shore Rd,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,1,UNREACHABLE,2026-02-02T23:04:48+00:00,2026-02-02T23:04:48+00:00,2026-02-02T23:04:48+00:00
NYC FLEET / DEP_NEWTOWN CRE,329 Greenpoint Ave,Brooklyn,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-09T11:58:41+00:00,,2026-02-12T20:27:39+00:00
NYC FLEET / DEP_OAKWOOD BEA,751 Mill Road,Staten Island,New York,Level 2,CT4020-HD-GW,2,UNREACHABLE,2026-02-11T10:08:33+00:00,2026-02-11T10:08:33+00:00,2026-02-09T20:28:37+00:00
NYC FLEET / DEP_TALLMN_2_L3,127-01 Powell Cove Blvd,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:26:43+00:00
NYC FLEET / DCAS_KENTAVE4,390 Kent Ave,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:29:38+00:00
NYC FLEET / DEP_WT_PAEDERGA,1887 Ralph Ave,Brooklyn,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-09T13:33:12+00:00,,2026-02-12T20:31:33+00:00
NYC FLEET / DEP_ CONEY ISLA,2501 Knapp St,Brooklyn,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:31:43+00:00
NYC FLEET / DEP_ASTORIA #1,43-1 Berrian Blvd,Queens,New York,Level 2,CT4020-HD2-GW-LTE,1,UNREACHABLE,2026-02-05T07:57:00+00:00,2026-02-05T07:57:00+00:00,2026-02-05T07:57:00+00:00
NYC FLEET / DPR_BOROCREWS#5,50 West Dr,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:27:58+00:00
NYC FLEET / DEP_W135ST#1,725 W 135th St,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:33:22+00:00
NYC FLEET / DEP_WARDS ISLAN,Hell Gate Cir,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:36:20+00:00
NYC FLEET / DEP_WDRC#1,3525 State Highway 10,Deposit,New York,Level 2,CT4020-HD2-GW-LTE,1,UNREACHABLE,2026-02-09T15:07:34+00:00,2026-02-09T15:07:34+00:00,2026-02-09T14:07:35+00:00
NYC FLEET / DOE_HERBLHS-1,3000 E Tremont Ave,The Bronx,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:36:02+00:00
NYC FLEET / DPR_MNBEACH-1,760 Oriental Blvd,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:30:42+00:00
NYC FLEET / NYPD_MIDSOUTHGW,357 W 35th St,New York,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DPR_CWSTURF#2,20 Randalls Island Park,New York,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:34:07+00:00
NYC FLEET / DPR_BAY8TH#2,330 Bay 8th St,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:30:03+00:00
NYC FLEET / DPR_BAY8TH#1,Independence Ave,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:27:03+00:00
NYC FLEET / DOEFACILITIES 1,44-36 Vernon Blvd,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:31:15+00:00
NYC FLEET / NYPD_MIDSOUTH1,357 W 35th St,New York,New York,Level 2,CPF50-L18,1,UNREACHABLE,2026-01-25T16:39:37+00:00,2026-01-25T16:39:37+00:00,2026-01-25T16:39:37+00:00
NYC FLEET / NYPD_MIDSOUTH2,357 W 35th St,New York,New York,Level 2,CPF50-L18,1,UNREACHABLE,2024-07-11T16:35:44+00:00,2024-07-11T16:35:44+00:00,2024-07-11T16:35:44+00:00
NYC FLEET / NYPD122PCT-G,2320 Hylan Blvd,Staten Island,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DPR_CPTENNIS#1,Central Park Gothic BridgeWest Dr,New York,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:33:39+00:00
NYC FLEET / DPR_STARLTPK#1,1490 Sheridan Blvd,The Bronx,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:28:06+00:00
NYC FLEET / DOE_Q80103,49-16 Vernon Blvd,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:29:05+00:00
NYC FLEET / DOE_Q80104,49-16 Vernon Blvd,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:32:30+00:00
NYC FLEET / DOC_FDC TRAILER,16-06 Hazen St,East Elmhurst,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:30:39+00:00
NYC FLEET / DOE_JADAMSHS1,101-01 Rockaway Blvd,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:31:50+00:00
NYC FLEET / NYPD122PCT-2,2320 Hylan Blvd,Staten Island,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:31:03+00:00
NYC FLEET / DEP_SMAINT_2_L3,350 Flushing Ave,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:26:41+00:00
NYC FLEET / DEP_SMAINT_1_L3,350 Flushing Ave,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:29:04+00:00
NYC FLEET / DEPROCKAWY_2_L3,106 Beach Channel Dr,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:32:47+00:00
NYC FLEET / DEPROCKAWY_3_L3,106 Beach Channel Dr,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:34:11+00:00
NYC FLEET / DEPROCKAWY_4_L3,106 Beach Channel Dr,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:33:38+00:00
NYC FLEET / DEPROCKAWY_1_L3,106 Beach Channel Dr,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:29:36+00:00
NYC FLEET / DEPROCKAWY_6_L3,106 Beach Channel Dr,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,1,REACHABLE,2026-02-09T08:35:16+00:00,,2026-02-12T20:28:55+00:00
NYC FLEET / DEPROCKAWY_5_L3,106 Beach Channel Dr,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:34:56+00:00
NYC FLEET / DSNY_SI02-S1,2538 Richmond Ave,Staten Island,New York,Level 2,CT4010-HD2-GW-LTE,1,UNREACHABLE,2026-01-24T04:16:56+00:00,2026-01-24T04:16:56+00:00,2026-01-24T04:16:56+00:00
NYC FLEET / DPR_WPP-S1,161 Chester Ave,Staten Island,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2025-12-17T02:12:01+00:00,2025-12-17T02:12:01+00:00,2025-12-17T02:12:01+00:00
NYC FLEET / DOC_DCFLEET,15 Hazen St,Queens,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:35:45+00:00
NYC FLEET / DPRGREENTHUMB#2,25-10 Queens Plaza S,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:33:00+00:00
NYC FLEET / DEP_SIREPAIR-S2,182 Joline Ave,Staten Island,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2025-12-11T21:38:10+00:00,2025-12-11T21:38:10+00:00,2025-12-11T21:38:10+00:00
NYC FLEET / DPR_VCP-S5,David Sheridan Plaza,The Bronx,New York,Level 2,CT4010-HD-GW,1,REACHABLE,2026-02-10T21:06:45+00:00,,2026-02-12T20:27:33+00:00
NYC FLEET / DEP_7WARDSI-S2,117 K Rd,New York,New York,Level 2,CT4010-HD-GW,1,REACHABLE,2026-02-10T21:47:35+00:00,,2026-02-12T20:29:52+00:00
NYC FLEET / DPR_MARCSGARV#1,3 W 124th St,New York,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:30:00+00:00
NYC FLEET / DDC_HQ-S1,3030 Thomson Ave,Queens,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2025-12-04T21:34:36+00:00,2025-12-04T21:34:36+00:00,2025-12-04T21:34:36+00:00
NYC FLEET / FDNY_FORTTOTT-G,325 Pratt Ave,Queens,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DOT_PIER36-S1,299 South St,New York,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2026-01-27T04:46:16+00:00,2026-01-27T04:46:16+00:00,2026-01-27T04:46:16+00:00
NYC FLEET / DSNY_BK13_S1,2012 Neptune Ave,Brooklyn,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2026-01-20T10:51:13+00:00,2026-01-20T10:51:13+00:00,2026-01-20T10:51:13+00:00
NYC FLEET / DDC_HQ-S2,3030 Thomson Ave,Queens,New York,Level 2,CT4010-HD-GW,1,REACHABLE,2026-01-24T18:56:51+00:00,,2026-02-12T20:35:56+00:00
NYC FLEET / DOC_CHAPEL_6_L3,EOC,EAST ELMHURST,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:32:27+00:00
NYC FLEET / DEP_BKWATER-S1,22 N 15th St,Brooklyn,New York,Level 2,CT4010-HD-GW,1,REACHABLE,2026-02-10T21:42:26+00:00,,2026-02-12T20:35:15+00:00
NYC FLEET / FDNY_FORTTOTT#1,325 Pratt Ave,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:32:12+00:00
NYC FLEET / DSNY_MBS-DCFC6,640 W 26th St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:30:07+00:00
NYC FLEET / DSNY_MBS-DCFC4,640 W 26th St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:27:10+00:00
NYC FLEET / DSNY_MBS-DCFC3,640 W 26th St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:31:46+00:00
NYC FLEET / DSNY_MBS-DCFC1,640 W 26th St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:30:44+00:00
NYC FLEET / DSNY_MBS-DCFC2,640 W 26th St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:32:14+00:00
NYC FLEET / DSNY_MBS-DCFC7,640 W 26th St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:32:25+00:00
NYC FLEET / DSNY_MBS-DCFC5,640 W 26th St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:34:08+00:00
NYC FLEET / DPR_VCP-S4,David Sheridan Plaza,The Bronx,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2025-09-07T03:48:17+00:00,2025-09-07T03:48:17+00:00,2025-09-07T03:48:17+00:00
NYC FLEET / DOT_FRYTRM_4_L3,1 Bay St,Staten Island,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:32:22+00:00
NYC FLEET / DOT_FRYMT_1_L3,1 Bay St,Staten Island,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:28:03+00:00
NYC FLEET / DPR_VCP-S3,6477 US-9,The Bronx,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2025-09-18T13:51:30+00:00,2025-09-18T13:51:30+00:00,2025-09-18T13:51:30+00:00
NYC FLEET / DSNY_SI1A-S2,3 Muldoon Ave,Staten Island,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2025-09-16T15:27:22+00:00,2025-09-16T15:27:22+00:00,2025-09-16T15:27:22+00:00
NYC FLEET / DSNY_SWM-S2,3 Muldoon Ave,Staten Island,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2025-06-11T11:27:15+00:00,2025-06-11T11:27:15+00:00,2025-06-11T11:27:15+00:00
NYC FLEET / FDNY_405LOT-G,418 A Weaver Ave,Queens,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DSNY_SWM-S1,3 Muldoon Ave,Staten Island,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2025-01-21T10:30:20+00:00,2025-01-21T10:30:20+00:00,2025-01-21T10:30:20+00:00
NYC FLEET / DSNY_SI3A-S2,3 Muldoon Ave,Staten Island,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2026-01-19T09:49:48+00:00,2026-01-19T09:49:48+00:00,2026-01-19T09:49:48+00:00
NYC FLEET / DSNY_SI1A-S1,3 Muldoon Ave,Staten Island,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2025-12-17T02:34:40+00:00,2025-12-17T02:34:40+00:00,2025-12-17T02:34:40+00:00
NYC FLEET / DSNY_SI3A-S1,3 Muldoon Ave,Staten Island,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2025-10-16T22:04:15+00:00,2025-10-16T22:04:15+00:00,2025-10-16T22:04:15+00:00
NYC FLEET / FDNY_405LOT#1,418 A Weaver Ave,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:34:13+00:00
NYC FLEET / DEP_GILBOA_1_L3,370 NY-990V,Gilboa,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:31:24+00:00
NYC FLEET / DEP_BXWM-S1,3201 Jerome Ave,The Bronx,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2025-09-15T17:05:12+00:00,2025-09-15T17:05:12+00:00,2025-09-15T17:05:12+00:00
NYC FLEET / NYPD_FBF-S1,3260 Flatbush Ave,Brooklyn,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2026-01-16T21:16:41+00:00,2026-01-16T21:16:41+00:00,2026-01-16T21:16:41+00:00
NYC FLEET / NYCHA_SOTOMY-S1,1741 Bruckner Blvd,The Bronx,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2026-01-19T14:00:41+00:00,2026-01-19T14:00:41+00:00,2026-01-19T14:00:41+00:00
NYC FLEET / NYCHA_RAVENS-S1,35-35 21st St,Queens,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2025-11-27T07:05:01+00:00,2025-11-27T07:05:01+00:00,2025-11-27T07:05:01+00:00
NYC FLEET / NYCHA_CYPRHL-S1,1260 Sutter Ave,Brooklyn,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2026-01-26T11:19:18+00:00,2026-01-26T11:19:18+00:00,2026-01-26T11:19:18+00:00
NYC FLEET / DEP_ASHOKN_1_L3,2398 NY-28A,Olivebridge,New York,Level 3,CPE250C-500-CCS1-CHD,2,REACHABLE,2026-02-11T10:44:03+00:00,,2026-02-12T13:46:11+00:00
NYC FLEET / DOE_MANORSI-1,1220 Manor Rd,Staten Island,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:27:03+00:00
NYC FLEET / DOEFACILITIES 2,44-36 Vernon Blvd,Queens,New York,Level 2,CT4020-HD,0,REACHABLE,,,2026-02-12T20:31:15+00:00
NYC FLEET / DSNY_Q09-2,132-05 Atlantic Ave,Queens,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:27:43+00:00
NYC FLEET / DSNY_Q09-1,132-05 Atlantic Ave,Queens,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:36:04+00:00
NYC FLEET / NYPD_PCT47_4,4111 Laconia Ave,The Bronx,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:33:12+00:00
NYC FLEET / NYPD_PCT47_5,4111 Laconia Ave,The Bronx,New York,Level 2,CPF50,0,REACHABLE,,,2026-02-12T20:33:12+00:00
NYC FLEET / NYPD_PCT47_6,4111 Laconia Ave,The Bronx,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:33:12+00:00
NYC FLEET / DEP_SHAFT10-1,1286 US-6,Carmel Hamlet,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:27:01+00:00
NYC FLEET / NYPD-SRG4-GW,137-58 Northern Blvd,Queens,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DEP_GRHMS_1_L3,7892 42,Neversink,New York,Level 3,CPE250C-500-CCS1-CHD,1,REACHABLE,2026-02-09T05:55:29+00:00,,2026-02-12T20:27:24+00:00
NYC FLEET / DEP_W135ST#2,725 W 135th St,New York,New York,Level 2,CT4020-HD,0,REACHABLE,,,2026-02-12T20:33:22+00:00
NYC FLEET / DEP_ASTORIA#2,43-1 Berrian Blvd,Queens,New York,Level 2,CT4020-HD,1,UNREACHABLE,2026-02-05T07:57:00+00:00,2026-02-05T07:57:00+00:00,2026-02-05T07:57:00+00:00
NYC FLEET / DOT_SIREPAIR-1,1893 Richmond Ter,Staten Island,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:26:52+00:00
NYC FLEET / DEP_HILLVW2A-B,100 Central Park Avenue,Yonkers,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:35:21+00:00
NYC FLEET / DEP_SH18_1_L3,20 Westlake Dr,Valhalla,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:36:23+00:00
