stationName,Address,City,State,Charger type,stationModel,unreachable_event_count,status,last_unreachable_start_iso,current_first_unreachable_iso,last_seen_reachable_iso
NYC FLEET / DCAS_KENTAVE2,390 Kent Ave,Brooklyn,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:31:51+00:00
NYC FLEET / DPRCONFHSE1A-B,298 Satterlee St,Tottenville,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:30:03+00:00
NYC FLEET / DOEVERNONBLVD-1,5-40 44th Dr,LIC,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:29:38+00:00
NYC FLEET / DOEVERNONBLVD-2,44-36 Vernon Blvd,LIC,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:29:38+00:00
NYC FLEET / DOEVERNONBLVD-3,44-36 Vernon Blvd,LIC,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:29:38+00:00
NYC FLEET / DCAS_KENTAVE1,390 Kent Ave,Brooklyn,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:31:51+00:00
NYC FLEET / DOTPITKINAVE-3,88-26 Pitkin Ave,Queens,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:29:13+00:00
NYC FLEET / DOTQNSBLVD-1,34-2 Queens Blvd,Queens,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:31:45+00:00
NYC FLEET / DPRARSENAL#2,East Dr,New York,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:27:05+00:00
NYC FLEET / DCAS_KENTAVE3,390 Kent Ave,Brooklyn,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:31:51+00:00
NYC FLEET / NYPD122PCT-1,2320 Hylan Blvd,New Dorp,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:32:12+00:00
NYC FLEET / NYPD7PCT-1,19 1/2 Pitt St,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:28:51+00:00
NYC FLEET / NYPD105PCT-2,92-08 222nd St,Queens Village,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:27:54+00:00
NYC FLEET / NYPD73PCT-1,401 Thomas S Boyland St,Brownsville,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:33:43+00:00
NYC FLEET / NYPDFSD-CRS1A-B,53-01 58th St,Flushing,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-11T06:22:49+00:00,,2026-02-12T20:30:34+00:00
NYC FLEET / NYPD60PCT-1,2927 W 8th St,Coney Island,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-09T19:37:43+00:00,,2026-02-12T20:30:47+00:00
NYC FLEET / NYPD49PCT-1,2121 Eastchestr Rd,East Bronx,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-11T12:56:34+00:00,,2026-02-12T20:32:21+00:00
NYC FLEET / DPRARSENALG-1,East Dr,New York,New York,Gateway (Not a Charger),CPGW-NA-LTE-M,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DPRARSENAL#5,East Dr,New York,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:27:05+00:00
NYC FLEET / DPRARSENAL#4,East Dr,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:27:05+00:00
NYC FLEET / DPRARSENAL#6,East Dr,New York,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:27:05+00:00
NYC FLEET / DPRARSENAL#7,East Dr,New York,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:27:05+00:00
NYC FLEET / DPRARSENAL#9,East Dr,New York,New York,Level 2,CPF50,0,REACHABLE,,,2026-02-12T20:27:05+00:00
NYC FLEET / DPRARSENAL-8,East Dr,New York,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:27:05+00:00
NYC FLEET / DPRQNSSHOPS2A-B,8298 88th Pl,Flushing,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:29:06+00:00
NYC FLEET / DOE_131LIV-2,131 Livingston St,Brooklyn,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:28:46+00:00
NYC FLEET / DPRARSENAL#11,East Dr,New York,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:29:35+00:00
NYC FLEET / DPRSLVRLAKE2A-B,42 Revere St,Staten Island,New York,Level 2,CT4020-HD,0,REACHABLE,,,2026-02-12T20:30:12+00:00
NYC FLEET / DPRSLVRLAKE3A-B,42 Revere St,Staten Island,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:31:08+00:00
NYC FLEET / DPRSLVRLAKE4A-B,42 Revere St,Staten Island,New York,Level 2,CT4020-HD,0,REACHABLE,,,2026-02-12T20:30:12+00:00
NYC FLEET / DPRSLVRLAKE5A-B,42 Revere St,Staten Island,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:30:10+00:00
NYC FLEET / DPRARSENAL#10,East Dr,New York,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:29:35+00:00
NYC FLEET / DPRARSENAL#17,East Dr,New York,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:29:35+00:00
NYC FLEET / DPRARSENAL#13,East Dr,New York,New York,Level 2,CPF50,0,REACHABLE,,,2026-02-12T20:29:35+00:00
NYC FLEET / DPRARSENAL#15,East Dr,New York,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:29:35+00:00
NYC FLEET / DPRSLVRLAKEG-1,42 Revere St,Staten Island,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DPRARSENAL-12,East Dr,New York,New York,Level 2,CPF50,0,REACHABLE,,,2026-02-12T20:29:35+00:00
NYC FLEET / DPRARSENAL#16,East Dr,New York,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:29:35+00:00
NYC FLEET / DPRSLVRLAKE1-CP,42 Revere St,Staten Island,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:31:28+00:00
NYC FLEET / DEP_WS_JEROME,3327-3549 Jerome Ave,West Bronx,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-09T12:49:04+00:00,,2026-02-12T20:27:29+00:00
NYC FLEET / DEP_CLOVEPUMP,1270 Victory Blvd,Staten Island,New York,Level 2,CT4020-HD-GW,1,UNREACHABLE,2026-02-10T23:25:27+00:00,2026-02-10T23:25:27+00:00,2026-02-09T20:25:31+00:00
NYC FLEET / DPROLMSTD#12A-B,117-2 Roosevelt Ave,Corona,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:34:22+00:00
NYC FLEET / DEP_WARDTRLR116,116 4th Dr,New York,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-08T22:04:44+00:00,,2026-02-12T20:31:14+00:00
NYC FLEET / DEP_KINGSTON-1,91 Smith Ave,Kingston,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:34:08+00:00
NYC FLEET / DEP_CDIS4_01,911 State Rt. 208,Gardiner,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:36:05+00:00
,,,,,,0,REACHABLE,,,2025-12-29T10:09:47+00:00
NYC FLEET / DEP_WARDNEWADMN,104 B Rd,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:34:43+00:00
NYC FLEET / DSNY_BX06-3,800 E 176th St,The Bronx,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:35:37+00:00
NYC FLEET / DSNY_MN05-1,353 Spring St,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:23:50+00:00
NYC FLEET / DOEM535,525 West 50th St,New York,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-09T12:50:05+00:00,,2026-02-12T20:34:34+00:00
NYC FLEET / DSNY_MN02-1,353 Spring St,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:33:33+00:00
NYC FLEET / DPROLMSTED#5A-B,117-2 Roosevelt Ave,Corona,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-09T12:45:51+00:00,,2026-02-12T20:30:53+00:00
NYC FLEET / DDC_LIC-2,30-30 Thomson Ave,LIC,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:30:42+00:00
NYC FLEET / PROB_340BAYST,340 Bay St,Tompkinsville,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:27:42+00:00
NYC FLEET / DPROLMSTED#8A-B,6 Olmsted Dr,Corona,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:28:29+00:00
NYC FLEET / OCME SISEAVIEW,460 Brielle Ave,Staten Island,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:35:16+00:00
NYC FLEET / DPROLMSTED#6A-B,117-2 Roosevelt Ave,Corona,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:29:21+00:00
NYC FLEET / OCME_QUEENS-1,160-15 82nd Dr,Jamaica,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-09T09:20:44+00:00,,2026-02-12T20:35:46+00:00
NYC FLEET / DOE90-27SUTPHIN,90-24-90-26 Sutphin Blvd,Jamaica,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:36:30+00:00
NYC FLEET / CITYHALL WEST,New York City Hall,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:27:05+00:00
NYC FLEET / OCME_BKLN-1,599 Winthrop St,East Flatbush,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-09T15:22:55+00:00,,2026-02-12T20:33:05+00:00
NYC FLEET / OCME_26ST-1,421 E 26th St,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:35:17+00:00
NYC FLEET / DPROCEANBR#1A-B,631-643 Father Capodanno Blvd,South Beach,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:36:06+00:00
NYC FLEET / DPRBXFORST#8A-B,1831 UNIONPORT RD,BRONX,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-09T07:54:39+00:00,,2026-02-12T20:33:55+00:00
NYC FLEET / DOE_Q566,74-20 Commonwealth Blvd,Queens,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:28:15+00:00
NYC FLEET / DPROCEANBR#2A-B,631-643 Father Capodanno Blvd,South Beach,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:36:19+00:00
NYC FLEET / DPRCITYWIDE#12,13 Bronx Shore Rd,New York,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-09T12:47:02+00:00,,2026-02-12T20:33:38+00:00
NYC FLEET / DPRBXFORST#6A-B,1831 Unionport Rd,East Bronx,New York,Level 2,CT4020-HD-GW,3,UNREACHABLE,2026-02-12T06:04:58+00:00,2026-02-12T06:04:58+00:00,2026-02-11T20:24:59+00:00
NYC FLEET / DPRBXFRST#10A-B,1831 UNIONPORT RD,BRONX,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-09T06:08:52+00:00,,2026-02-12T20:29:49+00:00
NYC FLEET / DPRBXFORST#7A-B,1831 Unionport Rd,East Bronx,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:31:57+00:00
NYC FLEET / DPROLMSTD#15A-B,8 Olmsted Dr,Corona,New York,Level 2,CT4020-HD2-GW-LTE,1,UNREACHABLE,2026-02-05T07:57:54+00:00,2026-02-05T07:57:54+00:00,2026-02-05T07:57:54+00:00
NYC FLEET / DPRBXFORST#5A-B,1831 Unionport Rd,East Bronx,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-09T16:57:03+00:00,,2026-02-12T20:32:16+00:00
NYC FLEET / DEP_QNSREPAIR01,106-36 180th St,Jamaica,New York,Level 2,CT4020-HD-GW,1,UNREACHABLE,2025-12-04T15:38:50+00:00,2025-12-04T15:38:50+00:00,2025-12-04T15:38:50+00:00
NYC FLEET / DEP_QNSREPAIR02,106-36 180th St,Jamaica,New York,Level 2,CT4020-HD2-GW-LTE,1,UNREACHABLE,2025-12-04T15:46:23+00:00,2025-12-04T15:46:23+00:00,2025-12-04T15:46:23+00:00
NYC FLEET / DEP_QNSREPAIR03,106-36 180th St,Jamaica,New York,Level 2,CT4020-HD-GW,1,UNREACHABLE,2025-12-04T15:44:01+00:00,2025-12-04T15:44:01+00:00,2025-12-04T15:44:01+00:00
NYC FLEET / DEP_QNSREPAIR04,106-36 180th St,Jamaica,New York,Level 2,CT4020-HD-GW,1,UNREACHABLE,2025-12-04T15:37:19+00:00,2025-12-04T15:37:19+00:00,2025-12-04T15:37:19+00:00
NYC FLEET / DPRARSENAL#14,East Dr,New York,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:29:35+00:00
,,,,,,0,REACHABLE,,,2025-01-28T13:40:34+00:00
NYC FLEET / DPRARSENAL#3,East Dr,New York,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:27:05+00:00
NYC FLEET / DPRARSENAL#1,East Dr,New York,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:27:05+00:00
NYC FLEET / NYPDHQ-1PP-1,1 Police Plaza Path,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:35:40+00:00
NYC FLEET / NYPDHQ-1PP-2,1 Police Plaza Path,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:35:40+00:00
NYC FLEET / NYPDHQ-1PP-3,1 Police Plaza Path,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:35:40+00:00
NYC FLEET / NYPDHQ-1PP-4,1 Police Plaza Path,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:35:40+00:00
NYC FLEET / DPR_ICAHN_1_L3,10 Central Rd,New York,New York,Level 3,CPE250C-500-CCS1-CHD,1,UNREACHABLE,2026-02-12T13:40:27+00:00,2026-02-12T13:40:27+00:00,2026-02-11T20:26:50+00:00
NYC FLEET / DOEVERNONBLVD-4,44-36 Vernon Boulevard,LIC,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:29:38+00:00
NYC FLEET / DOEVERNONBLVD-5,44-36 Vernon Boulevard,LIC,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:29:38+00:00
NYC FLEET / DCAS100GLD_3_L3,100 Gold St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:29:55+00:00
NYC FLEET / FDNY9METROTECG1,9 MetroTech Center,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DCASNAVYYARDG2,2 Navy St,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DOE_MTWAIN-1,2401 Neptune Ave,Brooklyn,New York,Level 2,CPF25,1,UNREACHABLE,2026-02-12T14:56:05+00:00,2026-02-12T14:56:05+00:00,2026-02-11T20:26:09+00:00
NYC FLEET / DCASNAVYYARDG1,2 Navy St,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DCASNAVYYARD03,2 navy st,brooklyn,New York,Level 2,CPF25,1,UNREACHABLE,2026-02-09T15:23:48+00:00,2026-02-09T15:23:48+00:00,2026-02-09T15:03:48+00:00
NYC FLEET / DCASNAVYYARD04,2 Navy St,Brooklyn,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:26:57+00:00
NYC FLEET / FDNY9METROTECH6,9 MetroTech Center,Brooklyn,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:28:47+00:00
NYC FLEET / NYPDBXTRAFFC-S3,4223 3rd Ave,West Bronx,New York,Level 2,CT4010-HD2-GW-LTE,1,UNREACHABLE,2026-01-28T21:09:59+00:00,2026-01-28T21:09:59+00:00,2026-01-28T21:09:59+00:00
NYC FLEET / FDNY9METROTECH7,9 MetroTech Center,Brooklyn,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:28:47+00:00
NYC FLEET / DOE_B&GHSG-1,1700 Fulton St,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DOE_MTWAING-1,2401 Neptune Ave,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DPRLITCHFLD1A-B,95 Prospect Park West,Brooklyn,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:33:57+00:00
NYC FLEET / DEPNORTHRIVER01,750 W 145th St,New York,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:31:23+00:00
NYC FLEET / DEPNORTHRIVERG1,750 W 145th St,New York,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DCAS_1CNTR_1_L3,1 Centre St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,1,UNREACHABLE,2026-02-06T15:03:06+00:00,2026-02-06T15:03:06+00:00,2026-02-06T15:03:06+00:00
NYC FLEET / DEPNEWTOWNCRK01,319 Greenpoint Ave,Greenpoint,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:30:42+00:00
NYC FLEET / DEPNEWTOWNCRK02,319 Greenpoint Ave,Greenpoint,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:27:43+00:00
NYC FLEET / DSNY_BK01-DCFC1,161 Varick Ave,East Williamsburg,New York,Level 3,CPE250C-625-CCS1-CHD-NA,0,REACHABLE,,,2026-02-12T20:30:48+00:00
NYC FLEET / DEP_LFRK111+112,96-08 57th Ave,Corona,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:33:06+00:00
NYC FLEET / DEP_LFRK113+114,58-17 Junction Blvd,Flushing,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:27:05+00:00
NYC FLEET / DEP_LFRK107+108,96-08 57th Ave,Corona,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-11T19:24:13+00:00,,2026-02-12T20:29:05+00:00
NYC FLEET / DEP_LFRK103+104,96-08 57th Ave,Corona,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:36:50+00:00
NYC FLEET / DEP_LFRK117+118,58-17 Junction Blvd,Flushing,New York,Level 2,CT4020-HD-GW,1,UNREACHABLE,2026-02-12T14:14:33+00:00,2026-02-12T14:14:33+00:00,2026-02-11T20:23:50+00:00
NYC FLEET / DEP_LFRK105+106,96-08 57th Ave,Corona,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:28:57+00:00
NYC FLEET / DEP_LFRK101+102,96-08 57th Ave,Corona,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:36:10+00:00
NYC FLEET / DEP_LFRK115+116,58-17 Junction Blvd,Flushing,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:30:17+00:00
NYC FLEET / DEP_WARDS_1_L3,104 B Rd,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:34:39+00:00
NYC FLEET / DEPNTWNCRK_5_L3,319 Greenpoint Ave,Greenpoint,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:29:20+00:00
NYC FLEET / NYPDHQ_1PP_2_L3,29 Avenue of the Finest,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:36:30+00:00
NYC FLEET / OEMHQ_2_L3,165 Cadman Plz E,Downtown Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:36:39+00:00
NYC FLEET / NYCHA_MBMO_1,1980 Lexington Ave,New York,New York,Level 2,CT4010-HD-GW,1,REACHABLE,2026-02-11T08:54:17+00:00,,2026-02-12T20:35:57+00:00
NYC FLEET / OEMHQCADMAN-3,165 Cadman Plaza E,Brooklyn,New York,Level 2,CT600-GW1-RFID,1,UNREACHABLE,2019-03-19T12:59:30+00:00,2019-03-19T12:59:30+00:00,2019-03-19T12:59:30+00:00
NYC FLEET / OEMHQCADMAN-4,165 Cadman Plaza E,Brooklyn,New York,Level 2,CT600-GW1-RFID,1,UNREACHABLE,2022-03-02T05:21:31+00:00,2022-03-02T05:21:31+00:00,2022-03-02T05:21:31+00:00
NYC FLEET / OEMHQCADMAN-2,165 Cadman Plaza E,Brooklyn,New York,Level 2,CT600-GW1-RFID,1,UNREACHABLE,2022-03-02T05:45:15+00:00,2022-03-02T05:45:15+00:00,2022-03-02T05:45:15+00:00
NYC FLEET / OEMHQCADMAN-1,165 Cadman Plaza E,Brooklyn,New York,Level 2,CT600-GW1-RFID,1,UNREACHABLE,2022-03-02T05:46:19+00:00,2022-03-02T05:46:19+00:00,2022-03-02T05:46:19+00:00
NYC FLEET / NYPDHQ_1PP_6_L3,17 Frankfort St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:35:37+00:00
NYC FLEET / NYPDHQ_1PP_5_L3,Rose St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,1,REACHABLE,2026-02-10T23:43:04+00:00,,2026-02-12T20:32:36+00:00
NYC FLEET / DOE_B&GHS-1,1700 Fulton St,Brooklyn,New York,Level 2,CPF25,0,REACHABLE,,,2026-02-12T20:33:38+00:00
NYC FLEET / DOT_MASPTH_1_L3,57-39 58th Pl,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:34:03+00:00
NYC FLEET / OEMWAREHSE_2_L3,930 Flushing Ave,East Williamsburg,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:32:49+00:00
NYC FLEET / NYPDHQ_1PP10_L3,1 Police Plaza Path,New York,New York,Level 3,CPE250C-500-CCS1-CHD,1,UNREACHABLE,2023-04-26T17:44:11+00:00,2023-04-26T17:44:11+00:00,2023-04-26T17:44:11+00:00
NYC FLEET / DPRFLUSHING3A-B,8 Olmsted Dr,Corona,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:30:56+00:00
NYC FLEET / DPRFLUSHING2A-B,8 Olmsted Dr,Corona,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:31:05+00:00
NYC FLEET / DPROLMSTD#16A-B,6 Olmsted Dr,Corona,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:32:19+00:00
NYC FLEET / DPRFLUSHING4A-B,8 Olmsted Dr,Corona,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:36:28+00:00
NYC FLEET / DPRFLUSHING1A-B,8 Olmsted Dr,Corona,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:36:21+00:00
NYC FLEET / DPROLMSTD#17A-B,6 Olmsted Dr,Corona,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:35:48+00:00
NYC FLEET / DPRFLUSHING5A-B,8 Olmsted Dr,Corona,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:34:29+00:00
NYC FLEET / DPRBXFORST#9A-B,1831 UNIONPORT RD,BRONX,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:32:29+00:00
NYC FLEET / DPROLMSTD#18A-B,6 Olmsted Dr,Corona,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:31:57+00:00
NYC FLEET / DPRNMEADOW#1A-B,97th St Transverse,New York,New York,Level 2,CT4020-HD-GW,1,UNREACHABLE,2023-09-19T13:43:30+00:00,2023-09-19T13:43:30+00:00,2023-09-19T13:43:30+00:00
NYC FLEET / DPRMILLPOND1&2,Major Deegan Expy,West Bronx,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:27:25+00:00
NYC FLEET / DPRLITCHFLD4A-B,95 Prospect Park West,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:35:37+00:00
NYC FLEET / DPRNMEADOW#2A-B,97th St Transverse,New York,New York,Level 2,CT4020-HD-GW,1,UNREACHABLE,2023-09-19T13:33:52+00:00,2023-09-19T13:33:52+00:00,2023-09-19T13:33:52+00:00
NYC FLEET / DPRLITCHFLD6A-B,95 Prospect Park West,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:31:08+00:00
,,,,,,0,REACHABLE,,,2020-03-07T12:36:57+00:00
NYC FLEET / DPRCITYWIDE#16,14 Bronx Shore Rd,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:31:40+00:00
NYC FLEET / DPRCITYWIDE#11,13 Bronx Shore Rd,New York,New York,Level 2,CT4020-HD-GW,2,UNREACHABLE,2026-02-11T19:25:56+00:00,2026-02-11T19:25:56+00:00,2026-02-11T10:35:49+00:00
NYC FLEET / DPRCITYWIDE#13,14 Bronx Shore Rd,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:30:39+00:00
,,,,,,0,REACHABLE,,,2023-02-01T14:29:32+00:00
NYC FLEET / DPRCITYWIDE#17,14 Bronx Shore Rd,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:32:23+00:00
NYC FLEET / DPRCITYWIDE#18,37-49 Bronx Shore Rd,New York,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:34:02+00:00
NYC FLEET / DPROLMSTD#14A-B,8 Olmsted Dr,Corona,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:32:18+00:00
NYC FLEET / DPRABRYAN-S2,3278 Middletown Rd,The Bronx,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2026-01-29T01:29:18+00:00,2026-01-29T01:29:18+00:00,2026-01-29T01:29:18+00:00
NYC FLEET / NYPD_FBF-S3,3159 Flatbush Ave,Brooklyn,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2026-02-12T20:30:52+00:00
NYC FLEET / DPR_ORCH-BCH-S1,Park Dr,Bronx,New York,Level 2,CT4010-HD-GW,1,REACHABLE,2026-02-09T17:26:50+00:00,,2026-02-12T20:31:13+00:00
NYC FLEET / DOE_JFKHS-S1,1-49 Teunissen Pl,Bronx,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2025-11-21T20:36:03+00:00,2025-11-21T20:36:03+00:00,2025-11-21T20:36:03+00:00
NYC FLEET / DEP_NEWTOWNC-S1,267 Greenpoint Ave,Greenpoint,New York,Level 2,CT4010-HD-GW,2,REACHABLE,2026-02-11T17:17:58+00:00,,2026-02-12T20:29:22+00:00
NYC FLEET / DOEPETRIDES-S1,21 Safety City Blvd,Todt Hill,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2026-01-27T18:54:20+00:00,2026-01-27T18:54:20+00:00,2026-01-27T18:54:20+00:00
