stationName,Address,City,State,postalCode,Lat,Long,Charger type,Charger type (legend),stationModel,StationNetworkStatus,LastPortStatus,faultReason,station_label,ports_total,ports_charging,ports_occupied,ports_available,StatusTimestamp,hours_unreachable,_loaded_at_utc
NYC FLEET / NYPD_BMS_2_L3,59-6 Laurel Hill Blvd,Queens,New York,11377,40.736664,-73.906166,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Occupied,1,0,1,0,2025-11-19T10:29:07Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_BMS_1_L3,59-6 Laurel Hill Blvd,Queens,New York,11377,40.736862,-73.90646,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Occupied,1,0,1,0,2025-11-19T10:27:04Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_PSA4-1,130 Loisaida Ave,New York,New York,10009,40.72473746912288,-73.97809102698362,Level 2,Level 2,CPF50,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:24:50Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_PSA4-2,130 Loisaida Ave,New York,New York,10009,40.72473746912288,-73.9780159251312,Level 2,Level 2,CPF50-L18,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-10-18T10:36:25Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_PSA4-3,136 Loisaida Ave,New York,New York,10009,40.72472120736568,-73.97794082327879,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:24:50Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_PSA4-4,130 Loisaida Ave,New York,New York,10009,40.72468055295528,-73.97786572142637,Level 2,Level 2,CPF50-L23,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:24:50Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_PSA4-5,126 Loisaida Ave,New York,New York,10009,40.72463989852004,-73.97779061957395,Level 2,Level 2,CPF50-L18,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-06-19T10:40:18Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_PSA4-6,126 Loisaida Ave,New York,New York,10009,40.72465616029711,-73.9777262465576,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:24:50Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_MIDNORTH-1,306 W 54th St,New York,New York,10019,40.76493534807263,-73.9850502558197,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:24:37Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_MIDNORTH-2,306 W 54th St,New York,New York,10019,40.7649434740368,-73.9849966116394,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:24:37Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_17PCT-1,167 E 51st St,New York,New York,10022,40.75674584607018,-73.97069996931153,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:29:26Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_17PCT-2,844 3rd Ave,New York,New York,10022,40.75675397303559,-73.97060340978699,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:29:26Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOT_FRYTRM_2_L3,1 Bay St,Staten Island,New York,10301,40.6435198578525,-74.07187239944459,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:28:16Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOT_FRYTRM_3_L3,1 Bay St,Staten Island,New York,10301,40.644040866488595,-74.07263414680482,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:29:28Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOT_FRYTRM_1_L3,1 Bay St,Staten Island,New York,10301,40.64349340027419,-74.07203333198548,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:23:21Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOT_FRYMT_2_L3,1 Bay St,Staten Island,New York,10306,40.641598603357814,-74.07326714813233,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:21:58Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_BOROCREWS#1,50 West Dr,Brooklyn,New York,11215,40.66527,-73.974785,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,INUSE,NONE,Available,2,0,1,1,2025-11-19T10:22:14Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / ACS_LINDEN-1,2554 Linden Blvd,Brooklyn,New York,11208,40.66763871076608,-73.86974790000001,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:21:49Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_BMS-1,59-06 Brooklyn Queens Expy,Queens,New York,11377,40.73655899399185,-73.90621425767212,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:27:41Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_BMS-2,5906 Laurel Hill Blvd,Queens,New York,11377,40.73653460568773,-73.90616061349182,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:27:41Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_BMS-3,59-06 Brooklyn Queens Expy,Queens,New York,11377,40.73656712342455,-73.9063000883606,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:27:41Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_BMS-4,59-06 Brooklyn Queens Expy,Queens,New York,11377,40.736469570166406,-73.90616061349182,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:27:41Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_BMS-5,5906 Laurel Hill Blvd,Queens,New York,11377,40.73644518182952,-73.90609624047546,Level 2,Level 2,CPF50-L18,Reachable,INUSE,NONE,Occupied,1,0,1,0,2025-11-19T10:27:41Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_BMS-6,50-16 59th Pl,Queens,New York,11377,40.73644518182952,-73.90601040978699,Level 2,Level 2,CPF50-L18,Reachable,INUSE,NONE,Charging,1,1,0,0,2025-11-19T10:20:25Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_BMS-7,59-06 Brooklyn Queens Expy,Queens,New York,11377,40.736599641145496,-73.90643956322937,Level 2,Level 2,CPF50-L18,Reachable,INUSE,NONE,Occupied,1,0,1,0,2025-11-19T10:20:25Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_BMS-8,50-16 59th Pl,Queens,New York,11377,40.736469570166406,-73.90593530793457,Level 2,Level 2,CPF50-L18,Reachable,INUSE,NONE,Occupied,1,0,1,0,2025-11-19T10:20:25Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / HRA_11THAVE-3,260 11th Ave,New York,New York,10001,40.75076211173558,-74.00518157423973,Level 2,Level 2,CT4020-HD-GW,Reachable,INUSE,NONE,Available,2,0,1,1,2025-11-19T10:24:56Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / HRA_11THAVE-6,260 11th Ave,New York,New York,10001,40.75071537745929,-74.00508300305843,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,1,1,2025-11-19T10:23:43Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / HRA_11THAVE-5,260 11th Ave,New York,New York,10001,40.75058025425829,-74.00486105026245,Level 2,Level 2,CT4020-HD-GW,Reachable,INUSE,NONE,Available,2,0,1,1,2025-11-19T10:26:20Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / HRA_11THAVE-2,260 11th Ave,New York,New York,10001,40.75055790302566,-74.00466793121338,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:24:52Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / HRA_11THAVE-1,260 11th Ave,New York,New York,10001,40.75073874460155,-74.00481277050018,Level 2,Level 2,CT4020-HD-GW,Reachable,INUSE,NONE,Occupied,2,0,2,0,2025-11-19T10:26:29Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / HRA_11THAVE-4,260 11th Ave,New York,New York,10001,40.750834245010566,-74.00460624040603,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,1,1,2025-11-19T10:24:20Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_BOROCREWS#2,50 West Dr,Brooklyn,New York,11215,40.66521,-73.97467,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,INUSE,NONE,Charging,2,1,1,0,2025-11-19T10:26:42Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_BOROCREWS#3,50 West Dr,Brooklyn,New York,11215,40.665184,-73.97463,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:21:18Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_BOROCREWS#4,50 West Dr,Brooklyn,New York,11215,40.66518,-73.974525,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,INUSE,NONE,Occupied,2,0,2,0,2025-11-19T10:21:50Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_CWSSHOPS#10,850 E 138th St,The Bronx,New York,10454,40.80288,-73.908905,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:21:24Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOE_Q142,142-10 Linden Blvd,Queens,New York,11436,40.683784,-73.80124,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,INUSE,NONE,Occupied,2,0,2,0,2025-11-19T10:27:17Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_SHELTARMS#1,500 W 129th St,New York,New York,10027,40.81525,-73.95589,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:24:51Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_SRG2,1278 Sedgwick Ave,The Bronx,New York,10452,40.840282892703435,-73.92821334570952,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:21:56Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_RED HOOK,63 Flushing Ave,Brooklyn,New York,11205,40.6986765,-73.97538850000001,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:26:19Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_ROCKAWAY106,106 Beach Channel Dr,Queens,New York,11694,40.5835202,-73.8291558,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:29:33Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_OWLS HE,6700 Shore Rd,Brooklyn,New York,11220,40.64188559999999,-74.03406159999997,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,1,1,2025-11-19T10:27:50Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_NEWTOWN CRE,329 Greenpoint Ave,Brooklyn,New York,11222,40.7316928,-73.94623050000001,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,1,1,2025-11-19T10:22:02Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_OAKWOOD BEA,751 Mill Road,Staten Island,New York,10306,40.55047937263848,-74.1164086931152,Level 2,Level 2,CT4020-HD-GW,Reachable,INUSE,NONE,Occupied,2,0,2,0,2025-11-19T10:29:16Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_TALLMN_2_L3,127-01 Powell Cove Blvd,Queens,New York,11356,40.79383024167425,-73.8395505833557,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:27:57Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DCAS_KENTAVE4,390 Kent Ave,Brooklyn,New York,11249,40.71147,-73.96838,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,1,1,2025-11-19T10:27:34Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_WT_PAEDERGA,1887 Ralph Ave,Brooklyn,New York,11234,40.63204169999999,-73.9183827,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:25:17Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_ CONEY ISLA,2501 Knapp St,Brooklyn,New York,11235,40.590773,-73.93188199999997,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:21:24Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_ASTORIA #1,43-1 Berrian Blvd,Queens,New York,11105,40.7787097,-73.89463439999997,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:22:42Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_BOROCREWS#5,50 West Dr,Brooklyn,New York,11215,40.665123,-73.974556,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:25:04Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_W135ST#1,725 W 135th St,New York,New York,10031,40.82131266186684,-73.95777181534424,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:29:03Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_WARDS ISLAN,Hell Gate Cir,New York,New York,10035,40.7887013,-73.92712949999998,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:26:17Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_WDRC#1,3525 State Highway 10,Deposit,New York,13754,42.0615893,-75.41286219999999,Level 2,Level 2,CT4020-HD2-GW-LTE,Unreachable,UNKNOWN,NONE,Available,2,0,0,2,,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOE_HERBLHS-1,3000 E Tremont Ave,The Bronx,New York,10462,40.840299700987096,-73.83942689021302,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:25:24Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_MNBEACH-1,760 Oriental Blvd,Brooklyn,New York,11235,40.57698,-73.94351,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,INUSE,NONE,Available,2,0,1,1,2025-11-19T10:26:57Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_CWSTURF#2,20 Randalls Island Park,New York,New York,10035,40.79316,-73.9239,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,1,1,2025-11-19T10:29:25Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_BAY8TH#2,330 Bay 8th St,Brooklyn,New York,11228,40.60561,-74.01779,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:22:47Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_BAY8TH#1,Independence Ave,Brooklyn,New York,11228,40.605633,-74.017815,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:27:39Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOEFACILITIES 1,44-36 Vernon Blvd,Queens,New York,11101,40.749858499999995,-73.95254989570083,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:26:32Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_MIDSOUTH1,357 W 35th St,New York,New York,10001,40.75389040000001,-73.9948404558197,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:20:28Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_MIDSOUTH2,357 W 35th St,New York,New York,10001,40.75389040000001,-73.99492628650817,Level 2,Level 2,CPF50-L18,Unreachable,NEEDS SERVICE,Station Unreachable,Available,1,0,0,1,2024-07-11T16:35:44Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_CPTENNIS#1,Central Park Gothic BridgeWest Dr,New York,New York,10128,40.789467,-73.96172,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,INUSE,NONE,Available,2,0,1,1,2025-11-19T10:28:13Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_STARLTPK#1,1490 Sheridan Blvd,The Bronx,New York,10459,40.832706,-73.88299,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:28:04Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOE_Q80103,49-16 Vernon Blvd,Queens,New York,11101,40.74297,-73.954254,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:20:19Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOE_Q80104,49-16 Vernon Blvd,Queens,New York,11101,40.74298425729802,-73.9543256785389,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,INUSE,NONE,Available,2,0,1,1,2025-11-19T10:25:03Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOC_FDC TRAILER,16-06 Hazen St,East Elmhurst,New York,11370,40.794068,-73.8923,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:21:20Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOE_JADAMSHS1,101-01 Rockaway Blvd,Queens,New York,11417,40.678604,-73.83697,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,INUSE,NONE,Available,2,0,1,1,2025-11-19T10:22:34Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD122PCT-2,2320 Hylan Blvd,Staten Island,New York,10306,40.574156153783015,-74.10561418465575,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:29:05Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_SMAINT_2_L3,350 Flushing Ave,Brooklyn,New York,11205,40.697968,-73.96055,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:24:32Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_SMAINT_1_L3,350 Flushing Ave,Brooklyn,New York,11205,40.69795376524104,-73.96053927116394,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:23:18Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEPROCKAWY_2_L3,106 Beach Channel Dr,Queens,New York,11694,40.583534,-73.82917,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:24:17Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEPROCKAWY_3_L3,106 Beach Channel Dr,Queens,New York,11694,40.583525851895935,-73.82906271163941,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:27:12Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEPROCKAWY_4_L3,106 Beach Channel Dr,Queens,New York,11694,40.583550296205196,-73.82924510185242,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:20:30Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEPROCKAWY_1_L3,106 Beach Channel Dr,Queens,New York,11694,40.58346881513954,-73.8292236441803,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:24:33Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEPROCKAWY_6_L3,106 Beach Channel Dr,Queens,New York,11694,40.5834769632506,-73.82920218650818,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:29:59Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEPROCKAWY_5_L3,106 Beach Channel Dr,Queens,New York,11694,40.583534,-73.82932020370484,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:24:32Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DSNY_SI02-S1,2538 Richmond Ave,Staten Island,New York,10314,40.586502952258584,-74.16930019814758,Level 2,Level 2 - Solar,CT4010-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:27:19Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_WPP-S1,161 Chester Ave,Staten Island,New York,10312,40.520478561263026,-74.18498492800293,Level 2,Level 2 - Solar,CT4010-HD-GW,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:22:57Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOC_DCFLEET,15 Hazen St,Queens,New York,11370,40.794976921552546,-73.88388561601639,Level 2,Level 2,CT4020-HD-GW,Unreachable,UNREACHABLE,NONE,Available,2,0,0,2,2025-11-17T20:30:28Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRGREENTHUMB#2,25-10 Queens Plaza S,Queens,New York,11101,40.753757,-73.94668,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:24:27Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_SIREPAIR-S2,182 Joline Ave,Staten Island,New York,10307,40.508020085410955,-74.2358076558197,Level 2,Level 2 - Solar,CT4010-HD-GW,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:24:20Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_VCP-S5,David Sheridan Plaza,The Bronx,New York,10471,40.9046412129001,-73.89645038095092,Level 2,Level 2 - Solar,CT4010-HD-GW,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:29:58Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_7WARDSI-S2,117 K Rd,New York,New York,10035,40.791513409386404,-73.92202510373954,Level 2,Level 2 - Solar,CT4010-HD-GW,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:26:25Z,0.0,2025-11-19T10:31:52.196106+00:00
